id,sentence,source_dataset,source_file,original_label,original_category,gold_category_suggested,gold_rule_id_suggested,difficulty_suggested,candidate_type,reason_for_mapping,needs_manual_review
pub-16507,男人永远也不会像女人一样来例假，怀孕，生孩子，哺乳，半辈子承受怀孕风险，万一意外怀孕了做什么决定。,SWSR,vendor/SWSR/SexWeibo.csv,unknown,nan,C1,R034,semi_implicit,uncertain,matched R034/C1: 来例假、怀孕,true
pub-00812,终于在世界的某些地方要实现我从小就做的一个梦。女性在这个世界被男性欺压太久太久，连这个世界的战争权都掌握在男性手里。女性就像被男性圈养的家禽，只要把你保护好，你就好好听话生育，照顾家庭，让男性泄欲就好。世界变了真好，女性醒了。,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、照顾家庭,false
pub-21377,同理可得，女人长得好不好看无所谓，会持家就行，男人顾不顾家无所谓，回赚钱就行。？？？都是什么鬼逻辑,COLDataset,vendor/COLDataset/test.csv,1,topic=gender;fine=2,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、持家,false
pub-21571,警惕女性语言陷阱，温柔贤惠对应的是顾家负责，女人不温柔贤惠，咱们男人就不要顾家负责。,COLDataset,vendor/COLDataset/test.csv,1,topic=gender;fine=2,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、贤惠,false
pub-23389,说一个女性贤惠，就好像说一个男性顾家一样。,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、贤惠,false
pub-27354,男的垃圾这么多也没见到就业有劣势，不想要照顾家庭生孩子没力气身体不好都可以作为借口害怕这？男垃圾少了？没见到有就业劣势啊,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、照顾家庭,false
pub-32629,约瑟是个木匠，他们一家在拿撒勒是诚实本分，勤勤恳恳的居民。贤惠的马利亚操持家务，教育儿女。这期间，耶稣又添了四个弟弟，他们分别称为雅各、约西、西门和犹大，另外又有两个小妹妹。作为长子的耶稣平时也帮父亲干活，帮母亲带弟弟妹妹。耶稣渐渐长大强健起来，充满了智慧，因为神...,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/biased.json,1,ANB,C2,R003,semi_implicit,biased,matched R003/C2: 贤惠、持家,false
pub-55285,特别是对于女性来说，教师职业规律性强，有固定假期，既工作稳定、待遇好，且能够照顾家庭，是一份难得的理想职业。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/valid/biased.json,1,AC|ANB,C2,R003,semi_implicit,biased,matched R003/C2: 顾家、照顾家庭,false
pub-06954,但刨掉生育和照顾家庭的问题后，女性在职场还是蛮有竞争力的。我们单位招了两个打算单身的妹子，业绩杠杠的,SWSR,vendor/SWSR/SexComment.csv,0,nan,C2,R003,semi_implicit,boundary,matched R003/C2: 顾家、照顾家庭,true
pub-19772,因为一般贤惠是说女孩子很会料理家庭，做家务，带孩子，照顾老公，孝敬公婆。,COLDataset,vendor/COLDataset/dev.csv,0,topic=gender,C2,R003,semi_implicit,boundary,matched R003/C2: 带孩子、贤惠,true
pub-24328,不会呀，相亲时候对面给我介绍女生经常就是这女生很贤惠，会持家照顾人。,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C2,R003,semi_implicit,boundary,matched R003/C2: 贤惠、持家,true
pub-03453,这叫卖女，明明应该男方出彩礼，女方出嫁妆，都是给小夫妻生活用的，结果，啧啧，嫁妆没有，彩礼归婆家，等离婚还得分财产，就问谁还敢结果？,SWSR,vendor/SWSR/SexComment.csv,0,nan,C3,R026,boundary,boundary,matched R026/C3: 还敢,true
pub-04754,又开始洗了?德普前女友都证明他是个温柔的人,SWSR,vendor/SWSR/SexComment.csv,0,nan,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-05234,没想到福布斯女强人的热搜，我小破葱竟然躺枪了,SWSR,vendor/SWSR/SexComment.csv,0,nan,C3,R017,boundary,boundary,matched R017/C3: 女强人,true
pub-19287,我理解的t，一部分是确实喜欢这个风格，她们性格和大部分女孩子一样，柔软温柔，照顾女朋友的同时也在依赖对方。,COLDataset,vendor/COLDataset/dev.csv,0,topic=gender,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-20561,不是，你觉得爱是听对方的话 那那些要求对方顺从自己的女人没爱吗，那为什么不听自己男朋友或者老公的话？反而要求对方听话？,COLDataset,vendor/COLDataset/dev.csv,0,topic=gender,C3,R006,boundary,boundary,matched R006/C3: 听话,true
pub-23315,看到大家都在反思，真的很开心，我是个脾气很暴躁的人，对很多人都会不耐烦，但是唯独对自己的女儿特别耐心特别温柔，我也不知道为什么会这样，可是就是自然而然的这样。,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-24242,说实话，我真的觉得教导好一个孩子很不容易，特别是女孩子，怕她不听话，任性。早恋，结婚交友遇人不淑，社会上太多例子了，很害怕，很害怕,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C3,R006,boundary,boundary,matched R006/C3: 听话,true
pub-34368,女教师温柔地说：“这些好朋友呀，就爱找睡的又快又香的好孩子做朋友”，这句话仿佛有魔力，所有的小朋友乖乖躺好，闭紧了双眼，不一会儿就呼呼地进入了梦乡。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/non-biased.json,0,non-biased,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-36733,就是这样一位女警，在引导行人过马路时，手势干脆利落，笑容温柔可亲。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/non-biased.json,0,non-biased,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-49734,为了防止小易受伤，也为了防止现场秩序产生混乱，一位女警上前温柔地对小易说：“怎么啦”？,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/non-biased.json,0,non-biased,C3,R006,boundary,boundary,matched R006/C3: 温柔,true
pub-19977,偷换概念哈，我没说过男人不能化妆，我只说男人不应该刻意往女人模样打扮，如果是性取向那随便。,COLDataset,vendor/COLDataset/dev.csv,1,topic=gender,C4,R038,semi_implicit,biased,matched R038/C4: 化妆、打扮,false
pub-22682,湾区女性也不都是漂亮的吧，长相普通的怎么办？忽然想到新问题，为什么颜值低的湾区男码农不去整容？因为女方经济优越，所以高帅人好有情调没钱也可以是吗？,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C4,unknown,contextual,biased,matched C4: 漂亮、颜值,true
pub-23706,喜欢花钱喜欢打扮没问题你觉得自己工资5000必须花6000买化妆品不让花就是男人自私了？性别对立是这样建立起来的？不自立还讲什么平等？,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C4,R038,semi_implicit,biased,matched R038/C4: 化妆、打扮,false
pub-26940,"同事话说.颜值低的女士心就是太虚伪阴险了,难治疗。心理咨询一定要开发一个section,就是让一群心理医生集体帮助病人一起意淫她是个漂亮女性。",COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C4,unknown,contextual,biased,matched C4: 漂亮、颜值,true
pub-28582,确实，男的肯定在意胖瘦啊！一定不要相信对方说不在乎胖瘦的话，我爸都跟我讲不要太胖，男的不喜欢。,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C4,unknown,contextual,biased,matched C4: 胖、瘦,true
pub-31298,但你可曾想过，打扮精致、身材高挑的女服务员工作一天下来得有多累？,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/biased.json,1,DI,C4,R038,semi_implicit,biased,matched R038/C4: 精致、打扮,false
pub-31696,小棠环视了四周，在座的每一个女生都化着精致的妆容，穿着漂亮的衣服，看上去都像专门设计了造型。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/biased.json,1,AC,C4,R038,semi_implicit,biased,matched R038/C4: 精致、妆容,false
pub-32709,我只好又为咪咪的终身大事操心。我和劳工经常半夜三更跑到楼下去观察地形，发现我家楼周围有一只很漂亮的女咪咪，黑白两色的毛，看着胖乎乎的，当然，我们要人性化地形容，应该叫性感丰腴。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/biased.json,1,DI|ANB,C4,unknown,contextual,biased,matched C4: 漂亮、胖,true
pub-33309,小贴士切勿忽视化妆性眼病 如今人们漫步街头，总会碰到许多俏丽，好打扮的女士、小姐，她们总以为描眉、画眼线、涂口红就会增添自己的魅力。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/biased.json,1,AC|DI|ANB,C4,R038,semi_implicit,biased,matched R038/C4: 化妆、打扮,false
pub-22992,瘦的时候很漂亮，再胖也是个小美女，虽然她已经挂了但是后面所见没有一只比她漂亮,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C4,unknown,semi_implicit,boundary,matched C4: 漂亮、胖、瘦,true
pub-00184,这是福全社会，没保障就少生不生，女性没有选择的权利，不结婚就可以避免生孩子,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C5,unknown,contextual,biased,matched C5: 结婚、生孩子,true
pub-00379,是的，不结婚不生孩子的不可以说结婚生孩子的有问题，同样，结婚生孩子的也不能去说不结婚不生孩子的是不负责任是有问题的，大家都是自己内心的选择,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C5,unknown,semi_implicit,biased,matched C5: 结婚、生孩子、不生孩子,false
pub-00488,我之前看了个搞女👊🏻的，点进微博是今天给家里小孩买了啥买了啥，我都惊了，您不是厌恶男性，咋还结婚生孩子关键还带小孩,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,contextual,biased,matched C5: 结婚、生孩子,true
pub-01175,就因为主张结不结婚生不生孩子都由自己决定，别人不能干涉就被骂婚驴的我……,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C5,unknown,semi_implicit,biased,matched C5: 结婚、生孩子、不生孩子,false
pub-01814,为什么女人生不生孩子这种事 男人来掺和 这不是女性自己的规划吗 就算讨论 也是女人之间讨论吧 感觉好像一个基佬在问我 这个月几号来一样,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,semi_implicit,biased,matched C5: 生孩子、不生孩子,false
pub-01815,我天呐 我真的不理解 女性生不生孩子 这不是女性自己的事儿吗 为什么男的这么生气 每次看到有女生说不想结婚不想生孩子 底下评论的男人都气急败坏的批判,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,semi_implicit,biased,matched C5: 结婚、生孩子、不生孩子,false
pub-01987,只要说不想结婚生孩子都是女拳了 之前cherry中国那个女孩就是,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,contextual,biased,matched C5: 结婚、生孩子,true
pub-02639,女人的子宫更是——我前任:你不生孩子我娶你干啥？,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,semi_implicit,biased,matched C5: 生孩子、不生孩子,false
pub-02664,你错了，人家现在拳拳可是不生孩子不结婚的。,SWSR,vendor/SWSR/SexComment.csv,1,MA,C5,unknown,semi_implicit,biased,matched C5: 结婚、生孩子、不生孩子,false
pub-23472,那女性不结婚了不生孩子了，你们又骂什么呢？人家不结婚，不就不占你们便宜了，不是好事吗？为什么要气急败坏的骂人呢？,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C5,unknown,semi_implicit,biased,matched C5: 结婚、生孩子、不生孩子,false
pub-06953,真实，尤其是生了孩子的，我表姐就是，说了无数次离婚，结果转头就又去当牛做马去了，然鹅我另一个表姐结了婚就是不生孩子，现在离婚了一个人养俩狗，别提多逍遥快活了,SWSR,vendor/SWSR/SexComment.csv,0,nan,C5,unknown,semi_implicit,boundary,matched C5: 生孩子、不生孩子,true
pub-07135,是啊，生不生孩子这种事情，两个人商量好了，一点问题都没有，就是不知道那些人在微博上叭叭啥,SWSR,vendor/SWSR/SexComment.csv,0,nan,C5,unknown,semi_implicit,boundary,matched C5: 生孩子、不生孩子,true
pub-04830,不知道这些人多么阅人无数才觉得男人都出轨,SWSR,vendor/SWSR/SexComment.csv,0,nan,C6,R060,boundary,boundary,matched R060/C6: 出轨,true
pub-06478,20多岁的脑子很多都很简单的，我20岁的时候还相信爱情呢，见多识广了想法就不同了，所以男人喜欢年纪小的，说得好听单纯，说得难听就是蠢呗,SWSR,vendor/SWSR/SexComment.csv,0,nan,C6,unknown,boundary,boundary,matched C6: 单纯,true
pub-08771,没错，我也这么认为，我当时跟他走在街上，就跟他说是两个恶魔在街上走。哈哈哈哈哈哈！！单纯这么一个男人是伤害不到我的，我谢谢你替他说话,SWSR,vendor/SWSR/SexComment.csv,0,nan,C6,unknown,boundary,boundary,matched C6: 单纯,true
pub-19654,同理也不会相信你所看到的。你不是说男的劈别人腿么怎么变成女的出轨了,COLDataset,vendor/COLDataset/dev.csv,1,topic=gender,C6,R060,boundary,boundary,contains stereotype phrase in refuting/anti-bias context,true
pub-21624,为什么一个男人出轨小三，反而要原配找原因，还要她自醒做法合不合适？呵呵了,COLDataset,vendor/COLDataset/test.csv,0,topic=gender;fine=0,C6,R060,boundary,boundary,matched R060/C6: 出轨,true
pub-22453,拐卖妇女儿童，绑架罪是以钱财为目的，单纯为了报复而绑架，属于非法拘禁罪,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C6,unknown,boundary,boundary,matched C6: 单纯,true
pub-23957,这就是传说中的，二婚头处女？原谅我突然想到这个梗，没有恶意，单纯感慨下。 祝好。,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C6,unknown,boundary,boundary,matched C6: 单纯,true
pub-25676,话说狠点都是理解毕竟不喜欢，最怕就是把你吊着不拒绝也不同意哈哈哈哈，不过没发现在是女性社会男的多三千万也莫法啦（手动滑稽）,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C6,R060,boundary,boundary,matched R060/C6: 吊着,true
pub-25836,就好比陈思成和佟丽娅，有人说就算佟丽娅美的跟仙女一样，陈思诚还不是出轨了,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C6,R060,boundary,boundary,matched R060/C6: 出轨,true
pub-46119,妈妈一边小声抱怨，一边看着二手房出售信息。,CORGI-PM/NLPCC2025,vendor/NLPCC-2025-Shared-Task-7/data/train/non-biased.json,0,non-biased,C6,R032,boundary,boundary,matched R032/C6: 二手,true
pub-01269,说得好呀！设女性车厢一看就是男权的体现呀，简单粗暴的划定一个所谓的保护区，女的就乖乖呆在里面吧。。走到普通车厢被骚扰了，就叫活该吧。。,SWSR,vendor/SWSR/SexComment.csv,1,MA,C7,R033,semi_implicit,biased,matched R033/C7: 被骚扰、活该,false
pub-20287,如果跟男人说一声就好用，那要警察干嘛，就是因为大家都知道法律都没办法限制男性的性犯罪，所以才要提醒女生晚上别一个人出门。。。,COLDataset,vendor/COLDataset/dev.csv,1,topic=gender,C7,R020,contextual,biased,matched R020/C7: 别一个人出门,true
pub-22724,昂，要不然走在街上被骚扰了，别人会说， 这个男人活该，穿那么少出门，真随便。要不然为什么别人没事，就他被骚扰。我看啊，他就是骚。 男孩子一定要注意保护自己嘛。,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C7,R033,semi_implicit,biased,matched R033/C7: 被骚扰、活该,false
pub-03521,有什么值得同情的，受害人鼓起勇气揭发了他，他害怕得到制裁，就自杀了？考虑过自己老婆孩子吗？考虑过受害者多痛苦吗？有什么可死者为大、逝者已矣的？死的活该，败类,SWSR,vendor/SWSR/SexComment.csv,0,nan,C7,R033,boundary,boundary,matched R033/C7: 活该,true
pub-23207,我表达的不是这个女的活该，受害者有罪！！我意思就是高所谓的男朋友女朋友，这个现象是正常的吗？？？,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C7,R033,boundary,boundary,matched R033/C7: 活该,true
pub-23655,是的，所以我说的是自己如果遇到这种事会有种被侵犯隐私，被冒犯的感觉，而不是视频中的女方是因为被侵犯隐私而做出那种行为。,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C7,R033,boundary,boundary,matched R033/C7: 被侵犯,true
pub-26541,为什么不是男生不要走夜路？犯罪的是男的，被剥夺权利的却是女的？女的不要上夜班了？不加班了？到时候你们男的又说女的不承担和男的一样的工作量活该招聘时被歧视。,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C7,R033,boundary,boundary,contains stereotype phrase in refuting/anti-bias context,true
pub-27788,起点很低，拼得很累。我还是暂时别去招惹女孩,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C7,R033,boundary,boundary,matched R033/C7: 招惹,true
pub-28106,这个我知道，耀的策划说自己是原型，然后拉了四大美女之一西施做cp，被玩家骂了，活该,COLDataset,vendor/COLDataset/train.csv,0,topic=gender,C7,R033,boundary,boundary,matched R033/C7: 活该,true
pub-28592,以前那些 大晚上还不回家，活该被强奸 的话你是都忘了，现在网上一片大和谐，都不歧视女性了？,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C7,R033,boundary,boundary,contains stereotype phrase in refuting/anti-bias context,true
pub-00031,我最近也在看豆瓣，发现豆瓣的姐妹都蛮清醒的。女权话题一直在鹅组都有讨论，并且也不是负面，组规还禁止“田园女权”的言辞。豆瓣男的也都一副假装小清新的嘴脸，最少没那么多骂娘的了,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-00294,说的就是那些田园女权，跟那些愿意讲道理的人耍无赖要特权，真碰见不讲理的就没辙了，所以战斗力为负的,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-00451,田园女权即使在现实中发生，可能对自己也没太大影响。田园同权可就不一样了，所以应该不会有～,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-00548,"田园女权就这么认为的。,有的人说女人结婚就是卖子宫",SWSR,vendor/SWSR/SexComment.csv,1,SCB,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-00843,自己抖机灵被骂田园女权不应该接受吗？现在反过头来说骂你的人普普通通，转抽奖博。那请问阿姨怎么才不普通，不转发抽奖博就可以了吗,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-00965,非得扯两句田园女权才能满足你loser的心理吧,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-01454,你会发现所有想要和男人平等的女人最后都会被扣田园女权的帽子，差别只是时间问题。除非你对男性伏低做小才不会被骂。,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-01712,知乎极端男权给女性起的侮辱词，谐音中华田园犬（投诉）-中华田园女犬（辱人投诉），中华田园女权（投诉无效）。,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-01752,"总之中国特色田园女权真的让人想笑。,就之前热搜，一些田园女权把生孩子的女生叫母猪",SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-01905,在？十倍工资的男人在哪？我怎么没有？那我不是田园女权了？！我慌了,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-02094,这个事儿就不适合打拳着呢，不认识他的人肯定就理解错了，主要对于那些田园女权，我也不知道怎么搞，每次看这种事情都挺烦的,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C8,R059,direct,biased,matched R059/C8: 女权、打拳、田园女权,false
pub-02199,你啊，就是被这些营销号洗脑成了田园女权,SWSR,vendor/SWSR/SexComment.csv,1,SCB,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-02333,你们来解释下什么叫听田园女权？你们给的田园权么？ 学个吊刺到处显摆,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-02498,这就是田园女权天天打拳想看到的结果啊。你看你这微博下边，看到女权发言好多第一反应就是女拳，就想对拳。这就是在挤压正常女权的生存空间,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,direct,biased,matched R059/C8: 女权、打拳、田园女权,false
pub-02879,这年头，只要女的说话就是田园女权，那兄弟你是什么？难不成你的反向意思就是男权社会全部男的都是屌癌嘛？真服气了,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-03031,把女权炒成田园女权的那些人真的亲🐴biss,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-03083,听到好多男的说ayawawa是田园女权，教拳师们要高价彩礼。我是真心不懂，他们是脑袋里装的都是💩，还是眼睛被戳瞎了,SWSR,vendor/SWSR/SexComment.csv,1,MA,C8,R059,direct,biased,matched R059/C8: 女权、拳师、田园女权,false
pub-22615,这种事不会发生是因为生理上的原因，使得女性很难强奸或囚禁男性，将这种事情归类为男权社会，典型的田园女权,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-24754,豆瓣的田园女权，已经到了恶心的地步了。前进一步也是进步，在女权眼里女性地位不能和男权一样就是落后,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C8,R059,semi_implicit,biased,matched R059/C8: 女权、田园女权,false
pub-27839,在知乎上你必须承认自己就是被消费主义洗脑了、拜金又败家、只认钱不认人、花男人的钱不眨眼，否则他们会女警告。,COLDataset,vendor/COLDataset/train.csv,1,topic=gender,C8,R047,semi_implicit,biased,matched R047/C8: 消费主义、拜金,false
pub-03099,确实 我就是田园女权 有田有园好香啊,SWSR,vendor/SWSR/SexComment.csv,0,nan,C8,R059,semi_implicit,boundary,matched R059/C8: 女权、田园女权,true
pub-04484,女性更想要这样的环境啊…可现在的情况就是提女权时，如果男性和我观点不同就说你拳师说你打拳。到底是谁不尊重谁呢,SWSR,vendor/SWSR/SexComment.csv,0,nan,C8,R059,direct,boundary,matched R059/C8: 女权、打拳、拳师,true
